objid,acquisid,objtime,latitude,longitude,depth_min,depth_max,objdate,orig_id,sample_id,project_id,images_imgid,images_objid,images_imgrank,images_width,images_height,images_orig_file_name,images_file_name,free_columns_label,free_columns_width,free_columns_height,free_columns_bx,free_columns_by,free_columns_circ.,free_columns_area_exc,free_columns_area,free_columns_%area,free_columns_major,free_columns_minor,free_columns_y,free_columns_x,free_columns_convex_area,free_columns_perim.,free_columns_elongation,free_columns_perimareaexc,free_columns_perimmajor,free_columns_circex,free_columns_angle,free_columns_bounding_box_area,free_columns_eccentricity,free_columns_equivalent_diameter,free_columns_euler_number,free_columns_extent,free_columns_local_centroid_col,free_columns_local_centroid_row,free_columns_solidity,free_columns_meanhue,free_columns_meansaturation,free_columns_meanvalue,free_columns_stdhue,free_columns_stdsaturation,free_columns_stdvalue,random_value
583092242,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_44_793303_4,530575,12053,682719159,583092242,192,156,203,19_30_44_793303_4.jpg,68271/9159.jpg,191.0,146.0,183.0,3910.0,1849.0,0.676802553362468,18128.0,18128.0,0.0,162.8385833916914,152.0304512518488,1932.9771072374228,3995.116504854369,19300.0,580.1614716074872,1.0710918901499424,0.0320036116288331,3.562801023710509,0.676802553362468,77.59269208044151,26718.0,0.3582473475559546,151.92526605854283,1.0,0.6784938992439554,85.11650485436893,83.97710723742277,0.9392746113989636,31.130571491615186,134.99415269196822,59.196988084730805,46.03539278012178,41.30515741837927,45.11023295864547,0
583092243,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_44_793303_5,530575,12053,682719160,583092243,193,293,374,19_30_44_793303_5.jpg,68271/9160.jpg,192.0,273.0,354.0,122.0,1942.0,0.6980651146056907,62089.0,62089.0,0.0,342.9313962238349,234.33717729752564,2136.752146112838,256.7180015783794,64469.0,1057.2173875177025,1.4634101177570853,0.0170274507161929,3.0828830464611223,0.6980651146056907,62.42121741201727,96642.0,0.7301045633160737,281.1657342086007,1.0,0.6424639390741086,134.7180015783794,194.75214611283803,0.9630830321549892,25.28212726892042,128.40077952616406,53.08708466878191,37.36081871160186,35.68183571277746,56.323196277997205,0
583092244,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_44_793303_6,530575,12053,682719161,583092244,194,416,400,19_30_44_793303_6.jpg,68271/9161.jpg,193.0,396.0,380.0,451.0,2419.0,0.7750078420348775,105334.0,105334.0,0.0,433.83995473301815,313.4153887472454,2600.390899424687,632.702432263087,107799.0,1306.881384442131,1.3842330986590117,0.0124070232255694,3.0123582906198125,0.7750078420348775,43.34949030253396,150480.0,0.6914527582843688,366.2177142153744,1.0,0.6999867091972355,181.70243226308693,181.3908994246872,0.977133368584124,23.436202935424458,153.75721039740256,67.22003341751001,32.87956476561105,41.79483528596567,59.85907409927066,0
583092245,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_46_323782_0,530575,12053,682719162,583092245,195,200,104,19_30_46_323782_0.jpg,68271/9162.jpg,194.0,180.0,94.0,3801.0,0.0,0.5865889161422408,11224.0,11224.0,0.0,171.3335582549071,85.47803946612896,36.79543834640057,3886.5289558089808,12192.0,490.3563850798539,2.004416097105254,0.0436882025195878,2.861998490396786,0.5865889161422408,175.32896847074176,16920.0,0.8666604746976546,119.54430413075926,1.0,0.6633569739952718,85.52895580898075,36.79543834640057,0.9206036745406824,61.73538845331433,76.56200997861725,121.28269779044903,57.964246685114766,50.27744021320017,72.74336473741533,0
583092246,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_46_323782_1,530575,12053,682719163,583092246,196,323,302,19_30_46_323782_1.jpg,68271/9163.jpg,195.0,313.0,282.0,0.0,30.0,0.3223726072366496,46094.0,67058.0,0.3126248918846371,384.0160628663373,293.0551640693725,175.1701089078839,140.8527140191782,68572.0,1616.780879378743,1.3103883157487457,0.0350757339215243,4.210190759498225,0.2215909057527234,146.62918766683208,88266.0,0.6462419703256951,242.25751500216168,0.0,0.5222169351732264,140.8527140191782,145.1701089078839,0.6721985650119582,26.80736079215008,84.66479763786573,44.97778042888246,43.41194155815521,43.31900176601896,48.15907807640964,0
583092247,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_46_323782_2,530575,12053,682719164,583092247,197,111,170,19_30_46_323782_2.jpg,68271/9164.jpg,196.0,91.0,150.0,739.0,672.0,0.0892156422798523,4101.0,4726.0,0.1322471434617012,146.85950369071887,68.79787819487251,738.3672275054864,785.6254572055597,9572.0,815.8893936688451,2.134651642522084,0.198948888970701,5.555577767626673,0.0774171284362408,85.15334465948136,13650.0,0.8834844363711741,72.26033056220338,-1.0,0.3004395604395604,46.62545720555962,66.36722750548647,0.4284371082323443,76.68620397799407,4.561785865425307,242.5262378332628,62.77536485442933,4.351792683644897,9.334729026514385,0
583092248,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_46_323782_3,530575,12053,682719165,583092248,198,240,191,19_30_46_323782_3.jpg,68271/9165.jpg,197.0,230.0,171.0,0.0,770.0,0.0986505975667938,14885.0,14885.0,0.0,207.41308790830945,127.41989998575409,861.2745717164931,109.65723883103796,27871.0,1376.9858941188766,1.627791953466443,0.0925082898299547,6.63885730647623,0.0986505975667938,164.73762581343817,39330.0,0.7890498913560744,137.66688281276257,1.0,0.378464276633613,109.65723883103796,91.27457171649311,0.534067668903161,85.7759489418878,59.8598589183742,191.60853207927445,57.73964696541748,72.39950822888184,72.84817841822081,0
583092249,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_46_323782_4,530575,12053,682719166,583092249,199,434,509,19_30_46_323782_4.jpg,68271/9166.jpg,198.0,414.0,489.0,2002.0,998.0,0.4659545535768545,106840.0,106840.0,0.0,485.4112497975874,311.89188485879106,1267.6288094346687,2229.472744290528,131491.0,1697.4621202458743,1.5563445968379626,0.0158878895567753,3.4969566959020884,0.4659545535768545,52.63070953988224,202446.0,0.7662595024997597,368.8263994883024,1.0,0.5277456704503917,227.47274429052788,269.62880943466865,0.812527093109034,36.16111007113441,102.64568513665294,121.08673717708724,46.04450866798034,56.01160463768919,74.51374852765272,0
583092250,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_46_323782_5,530575,12053,682719167,583092250,200,182,122,19_30_46_323782_5.jpg,68271/9167.jpg,199.0,162.0,102.0,2367.0,2477.0,0.0796003619515523,3898.0,4714.0,0.1731014000848536,176.09780836716774,67.61226071443573,2527.085941508466,2446.4079014879426,9541.0,862.6650429449554,2.604524778589004,0.2213096569894703,4.898783527994171,0.0658214278504774,18.197225145176944,16524.0,0.9233550489673166,70.44918555510536,0.0,0.2358992979908012,79.40790148794254,50.08594150846588,0.4085525626244628,93.82286805260924,4.6902842596521,240.874416631311,65.37248304137849,4.34446514435993,11.811466698767775,0
583092251,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_47_809455_0,530575,12053,682719168,583092251,201,157,168,19_30_47_809455_0.jpg,68271/9168.jpg,200.0,137.0,148.0,555.0,82.0,0.7232380333306822,13103.0,13103.0,0.0,167.81085490520908,100.10065760208622,153.54514233381667,623.0299168129436,13822.0,477.144227664784,1.6764211037681704,0.0364148841994034,2.8433454315831197,0.7232380333306822,49.117459692733874,20276.0,0.8026065097335968,129.16368589764244,1.0,0.6462319984217795,68.0299168129436,71.54514233381668,0.94798147880191,78.10509043730444,72.14828665191177,131.94184537892085,55.674067506828784,51.44244534887637,73.22526045493159,0
583092252,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_47_809455_1,530575,12053,682719169,583092252,202,123,189,19_30_47_809455_1.jpg,68271/9169.jpg,201.0,103.0,169.0,709.0,672.0,0.0519275977587523,2964.0,2964.0,0.0,182.57684711676364,75.34245410438993,748.9416329284751,765.3542510121457,12086.0,846.9249275747777,2.423293072771379,0.2857371550522192,4.63873125727241,0.0519275977587523,89.35309641481811,17407.0,0.9108844069113778,61.43192989476256,1.0,0.1702763256161314,56.35425101214575,76.94163292847503,0.2452424292569915,88.30094466936572,5.397435897435898,241.70479082321188,64.5899073072814,5.401173852546502,9.836941376490165,0
583092253,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_47_809455_2,530575,12053,682719170,583092253,203,395,347,19_30_47_809455_2.jpg,68271/9170.jpg,202.0,375.0,327.0,1656.0,932.0,0.8130760271548197,90201.0,90201.0,0.0,359.6857449243957,321.10767083999565,1087.97904679549,1845.4441081584464,92327.0,1180.7148622007608,1.1201406182028677,0.013089820092912,3.2826290139714644,0.8130760271548197,175.1518528392114,122625.0,0.4505621636074738,338.89154633105915,1.0,0.7355840978593272,189.4441081584461,155.97904679549006,0.9769731497828372,28.592698528841144,124.04718351237791,78.74542410838018,40.84934660955047,44.05440931393704,58.05441946372651,0
583092254,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_47_809455_3,530575,12053,682719171,583092254,204,221,209,19_30_47_809455_3.jpg,68271/9171.jpg,203.0,201.0,189.0,3032.0,1609.0,0.6219988440949292,25234.0,25234.0,0.0,218.54759520169395,150.9340539903678,1697.907664262503,3128.017833082349,27519.0,714.008188695463,1.4479674362661792,0.0282954818378165,3.267060376649382,0.6219988440949292,39.99288913809573,37989.0,0.7232147014269625,179.24543696241503,1.0,0.6642449130011319,96.0178330823492,88.90766426250298,0.9169664595370473,34.975945153364506,123.41630340017436,58.829713878100975,49.505538913162745,46.60229464228319,50.10300607966391,0
583092255,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_47_809455_4,530575,12053,682719172,583092255,205,222,220,19_30_47_809455_4.jpg,68271/9172.jpg,204.0,202.0,200.0,2447.0,1920.0,0.6833850245176414,28554.0,28554.0,0.0,210.34885745818207,174.44634146113404,2017.0549134972327,2553.6363731876445,30044.0,724.6122650963194,1.2058083631696397,0.0253769091929788,3.444811984492829,0.6833850245176414,53.38230132308853,40400.0,0.5587751800005053,190.672709007786,1.0,0.7067821782178217,106.63637318764448,97.05491349723331,0.9504060710957264,28.804650837010577,133.1824963227569,93.83588989283464,40.08027873551348,50.47854763668223,56.809501222534166,0
583092256,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_47_809455_5,530575,12053,682719173,583092256,206,161,122,19_30_47_809455_5.jpg,68271/9173.jpg,205.0,141.0,102.0,2358.0,2477.0,0.0587919830119303,3139.0,3139.0,0.0,140.96727549044212,74.54416657423391,2523.052245938197,2433.803759158968,8666.0,819.1086937588512,1.8910571003575647,0.2609457450649414,5.810630097723557,0.0587919830119303,31.852581665679416,14382.0,0.8487434969533992,63.21945057435786,1.0,0.2182589347795856,75.80375915896782,46.05224593819688,0.3622201707823679,85.45970054157375,4.81267919719656,240.30646702771585,73.67550589930467,5.087756648894112,12.237393520086162,0
583092257,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_49_368176_0,530575,12053,682719174,583092257,207,362,256,19_30_49_368176_0.jpg,68271/9174.jpg,206.0,342.0,246.0,3037.0,0.0,0.5298120583714572,54711.0,56663.0,0.034449287895099,344.8128877755556,212.96189111027027,117.74392718100565,3220.466231653598,58619.0,1159.2945519839775,1.6191295352322626,0.0211894235525575,3.3620975116759024,0.5115604102423238,18.997931431941765,84132.0,0.7864799493809866,263.93220480268315,0.0,0.6502995293110826,183.466231653598,117.74392718100565,0.9333321960456508,22.50955650071475,118.54142915129802,40.14884492525987,38.71654384215847,30.92892935430241,43.12645501231997,0
583092258,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_49_368176_1,530575,12053,682719175,583092258,208,132,163,19_30_49_368176_1.jpg,68271/9175.jpg,207.0,112.0,143.0,1684.0,483.0,0.0881520004751292,4901.0,5373.0,0.0878466406104596,139.44592567625284,89.8279719770434,551.0475413180983,1747.331973066721,10429.0,875.1797615707169,1.5523664022147787,0.1785716714080222,6.276122857849528,0.0804081433702974,63.21559570354746,16016.0,0.7648757678344091,78.99460113670447,-1.0,0.3060064935064935,63.33197306672108,68.04754131809835,0.469939591523636,77.28512935045599,3.098827470686768,244.3750232644705,65.83024599880082,3.7620090633880983,9.146463479328403,0
583092259,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_49_368176_2,530575,12053,682719176,583092259,209,145,122,19_30_49_368176_2.jpg,68271/9176.jpg,208.0,125.0,102.0,2328.0,507.0,0.1256234545752701,4161.0,4161.0,0.0,107.21507985974723,81.19686821259731,563.1576544099976,2397.400624849796,8213.0,645.1614716074871,1.3204336844498312,0.155049620669908,6.017450832956065,0.1256234545752701,149.96822259259778,12750.0,0.6530359162558745,72.78701632601114,1.0,0.3263529411764705,69.40062484979572,56.1576544099976,0.5066358212589797,83.51598173515981,5.946887767363615,241.5356885364095,70.87250245838594,8.976126072453877,16.79556703176083,0
583092260,1835272,18:48:16,-90.0,0.0,0.0,0.0,2023-09-16,19_30_49_368176_3,530575,12053,682719177,583092260,210,146,191,19_30_49_368176_3.jpg,68271/9177.jpg,209.0,126.0,171.0,690.0,673.0,0.0537876299758353,6791.0,8232.0,0.1750485908649174,181.61592497320123,110.88622679683432,748.2036518922102,746.2105728169636,15988.0,1386.8082245892128,1.637858282489473,0.2042126674406144,7.635939550971902,0.0443721811426017,77.31929915338274,21546.0,0.7919750648351915,92.9869332126643,-3.0,0.3151861134317275,56.21057281696363,75.20365189221027,0.4247560670502877,82.52599611273081,4.384110787172012,244.25279397473275,65.14333120280412,5.087684038344317,9.424079891175593,0
